Ingredient_ID,Ingredient_Name,Week_Number,Week_Date,Cost_Per_Unit,Note
ING004,Large Eggs,23,2026-11-16,0.327047,auto-generated
ING005,Chocolate Chips,23,2026-11-16,0.012846,auto-generated
ING006,Brown Sugar,23,2026-11-16,0.002108,auto-generated
ING007,Vanilla Extract,23,2026-11-16,0.080924,auto-generated
ING008,Baking Soda,23,2026-11-16,0.001996,auto-generated
ING009,Salt,23,2026-11-16,0.001041,auto-generated
ING010,Lemons,23,2026-11-16,0.657522,auto-generated
ING011,Powdered Sugar,23,2026-11-16,0.003216,auto-generated
ING012,Cocoa Powder,23,2026-11-16,0.011816,auto-generated
ING013,Bananas,23,2026-11-16,0.272143,auto-generated
ING014,Milk,23,2026-11-16,0.001275,auto-generated
ING015,Espresso Beans,23,2026-11-16,0.028688,auto-generated
ING016,Black Tea Bags,23,2026-11-16,0.10225,auto-generated
ING017,Blueberries,23,2026-11-16,0.00531,auto-generated
ING018,Baking Powder,23,2026-11-16,0.003975,auto-generated
ING019,Chicken Breast,23,2026-11-16,0.011176,auto-generated
ING020,Water,23,2026-11-16,0.0001,auto-generated
ING021,Ice,23,2026-11-16,0.0002,auto-generated
ING001,All-Purpose Flour,24,2026-11-23,0.002592,auto-generated
ING002,Granulated Sugar,24,2026-11-23,0.001881,auto-generated
ING003,Unsalted Butter,24,2026-11-23,0.007755,auto-generated
ING004,Large Eggs,24,2026-11-23,0.337656,auto-generated
ING005,Chocolate Chips,24,2026-11-23,0.012857,auto-generated
ING006,Brown Sugar,24,2026-11-23,0.002076,auto-generated
ING007,Vanilla Extract,24,2026-11-23,0.08017,auto-generated
ING008,Baking Soda,24,2026-11-23,0.001979,auto-generated
ING009,Salt,24,2026-11-23,0.001043,auto-generated
ING010,Lemons,24,2026-11-23,0.6659,auto-generated
ING011,Powdered Sugar,24,2026-11-23,0.003148,auto-generated
ING012,Cocoa Powder,24,2026-11-23,0.011682,auto-generated
ING013,Bananas,24,2026-11-23,0.245328,auto-generated
ING014,Milk,24,2026-11-23,0.001256,auto-generated
ING015,Espresso Beans,24,2026-11-23,0.028754,auto-generated
ING016,Black Tea Bags,24,2026-11-23,0.099185,auto-generated
ING017,Blueberries,24,2026-11-23,0.005456,auto-generated
ING018,Baking Powder,24,2026-11-23,0.004018,auto-generated
ING019,Chicken Breast,24,2026-11-23,0.010593,auto-generated
ING020,Water,24,2026-11-23,0.0001,auto-generated
ING021,Ice,24,2026-11-23,0.0002,auto-generated
ING001,All-Purpose Flour,25,2026-11-30,0.002611,auto-generated
ING002,Granulated Sugar,25,2026-11-30,0.001894,auto-generated
ING003,Unsalted Butter,25,2026-11-30,0.007743,auto-generated
ING004,Large Eggs,25,2026-11-30,0.325602,auto-generated
ING005,Chocolate Chips,25,2026-11-30,0.012751,auto-generated
ING006,Brown Sugar,25,2026-11-30,0.0021,auto-generated
ING007,Vanilla Extract,25,2026-11-30,0.079897,auto-generated
ING008,Baking Soda,25,2026-11-30,0.001969,auto-generated
ING009,Salt,25,2026-11-30,0.001045,auto-generated
ING010,Lemons,25,2026-11-30,0.663449,auto-generated
ING011,Powdered Sugar,25,2026-11-30,0.003153,auto-generated
ING012,Cocoa Powder,25,2026-11-30,0.011596,auto-generated
ING013,Bananas,25,2026-11-30,0.261724,auto-generated
ING014,Milk,25,2026-11-30,0.001236,auto-generated
ING015,Espresso Beans,25,2026-11-30,0.0285,auto-generated
ING016,Black Tea Bags,25,2026-11-30,0.117036,auto-generated
ING017,Blueberries,25,2026-11-30,0.005438,auto-generated
ING018,Baking Powder,25,2026-11-30,0.004023,auto-generated
ING019,Chicken Breast,25,2026-11-30,0.010438,auto-generated
ING020,Water,25,2026-11-30,0.0001,auto-generated
ING021,Ice,25,2026-11-30,0.0002,auto-generated
ING001,All-Purpose Flour,26,2026-12-07,0.002573,auto-generated
ING002,Granulated Sugar,26,2026-12-07,0.001913,auto-generated
ING003,Unsalted Butter,26,2026-12-07,0.007735,auto-generated
ING004,Large Eggs,26,2026-12-07,0.332382,auto-generated
ING005,Chocolate Chips,26,2026-12-07,0.012579,auto-generated
ING006,Brown Sugar,26,2026-12-07,0.00209,auto-generated
ING007,Vanilla Extract,26,2026-12-07,0.081025,auto-generated
ING008,Baking Soda,26,2026-12-07,0.001985,auto-generated
ING009,Salt,26,2026-12-07,0.001049,auto-generated
ING010,Lemons,26,2026-12-07,0.676387,auto-generated
ING011,Powdered Sugar,26,2026-12-07,0.003188,auto-generated
ING012,Cocoa Powder,26,2026-12-07,0.011811,auto-generated
ING013,Bananas,26,2026-12-07,0.263843,auto-generated
ING014,Milk,26,2026-12-07,0.001205,auto-generated
ING015,Espresso Beans,26,2026-12-07,0.02831,auto-generated
ING016,Black Tea Bags,26,2026-12-07,0.118524,auto-generated
ING017,Blueberries,26,2026-12-07,0.005679,auto-generated
ING018,Baking Powder,26,2026-12-07,0.004057,auto-generated
ING019,Chicken Breast,26,2026-12-07,0.010773,auto-generated
ING020,Water,26,2026-12-07,0.0001,auto-generated
ING021,Ice,26,2026-12-07,0.0002,auto-generated
ING001,All-Purpose Flour,27,2026-12-14,0.002578,auto-generated
ING002,Granulated Sugar,27,2026-12-14,0.001919,auto-generated
ING003,Unsalted Butter,27,2026-12-14,0.007642,auto-generated
ING004,Large Eggs,27,2026-12-14,0.334959,auto-generated
ING005,Chocolate Chips,27,2026-12-14,0.012555,auto-generated
ING006,Brown Sugar,27,2026-12-14,0.002111,auto-generated
ING007,Vanilla Extract,27,2026-12-14,0.079919,auto-generated
ING008,Baking Soda,27,2026-12-14,0.002006,auto-generated
ING009,Salt,27,2026-12-14,0.001053,auto-generated
ING010,Lemons,27,2026-12-14,0.737993,auto-generated
ING011,Powdered Sugar,27,2026-12-14,0.003168,auto-generated
ING012,Cocoa Powder,27,2026-12-14,0.011912,auto-generated
ING013,Bananas,27,2026-12-14,0.273687,auto-generated
ING014,Milk,27,2026-12-14,0.001191,auto-generated
ING015,Espresso Beans,27,2026-12-14,0.028185,auto-generated
ING016,Black Tea Bags,27,2026-12-14,0.118792,auto-generated
ING017,Blueberries,27,2026-12-14,0.005642,auto-generated
ING018,Baking Powder,27,2026-12-14,0.005119,auto-generated
ING019,Chicken Breast,27,2026-12-14,0.010658,auto-generated
ING020,Water,27,2026-12-14,0.0001,auto-generated
ING021,Ice,27,2026-12-14,0.0002,auto-generated
ING001,All-Purpose Flour,28,2026-12-21,0.002556,auto-generated
ING002,Granulated Sugar,28,2026-12-21,0.001934,auto-generated
ING003,Unsalted Butter,28,2026-12-21,0.00719,auto-generated
ING004,Large Eggs,28,2026-12-21,0.3325,auto-generated
ING005,Chocolate Chips,28,2026-12-21,0.012651,auto-generated
ING006,Brown Sugar,28,2026-12-21,0.002137,auto-generated
ING007,Vanilla Extract,28,2026-12-21,0.080527,auto-generated
ING008,Baking Soda,28,2026-12-21,0.00201,auto-generated
ING009,Salt,28,2026-12-21,0.001044,auto-generated
ING010,Lemons,28,2026-12-21,0.835904,auto-generated
ING011,Powdered Sugar,28,2026-12-21,0.003169,auto-generated
ING012,Cocoa Powder,28,2026-12-21,0.011928,auto-generated
ING013,Bananas,28,2026-12-21,0.305929,auto-generated
ING014,Milk,28,2026-12-21,0.001168,auto-generated
ING015,Espresso Beans,28,2026-12-21,0.028132,auto-generated
ING016,Black Tea Bags,28,2026-12-21,0.119442,auto-generated
ING017,Blueberries,28,2026-12-21,0.00548,auto-generated
ING018,Baking Powder,28,2026-12-21,0.005124,auto-generated
ING019,Chicken Breast,28,2026-12-21,0.010899,auto-generated
ING020,Water,28,2026-12-21,0.0001,auto-generated
ING021,Ice,28,2026-12-21,0.0002,auto-generated
ING001,All-Purpose Flour,29,2026-12-28,0.002537,auto-generated
ING002,Granulated Sugar,29,2026-12-28,0.001957,auto-generated
ING003,Unsalted Butter,29,2026-12-28,0.007381,auto-generated
ING004,Large Eggs,29,2026-12-28,0.332769,auto-generated
ING005,Chocolate Chips,29,2026-12-28,0.012847,auto-generated
ING006,Brown Sugar,29,2026-12-28,0.002158,auto-generated
ING007,Vanilla Extract,29,2026-12-28,0.079876,auto-generated
ING008,Baking Soda,29,2026-12-28,0.002004,auto-generated
ING009,Salt,29,2026-12-28,0.001035,auto-generated
ING010,Lemons,29,2026-12-28,0.839047,auto-generated
ING011,Powdered Sugar,29,2026-12-28,0.003226,auto-generated
ING012,Cocoa Powder,29,2026-12-28,0.013513,auto-generated
ING013,Bananas,29,2026-12-28,0.303903,auto-generated
ING014,Milk,29,2026-12-28,0.001189,auto-generated
ING015,Espresso Beans,29,2026-12-28,0.028232,auto-generated
ING016,Black Tea Bags,29,2026-12-28,0.119513,auto-generated
ING017,Blueberries,29,2026-12-28,0.005825,auto-generated
ING018,Baking Powder,29,2026-12-28,0.005165,auto-generated
ING019,Chicken Breast,29,2026-12-28,0.011129,auto-generated
ING020,Water,29,2026-12-28,0.0001,auto-generated
ING021,Ice,29,2026-12-28,0.0002,auto-generated
ING001,All-Purpose Flour,30,2027-01-04,0.002538,auto-generated
ING002,Granulated Sugar,30,2027-01-04,0.002297,auto-generated
ING003,Unsalted Butter,30,2027-01-04,0.007178,auto-generated
ING004,Large Eggs,30,2027-01-04,0.32549,auto-generated
ING005,Chocolate Chips,30,2027-01-04,0.012808,auto-generated
ING006,Brown Sugar,30,2027-01-04,0.002179,auto-generated
ING007,Vanilla Extract,30,2027-01-04,0.080448,auto-generated
ING008,Baking Soda,30,2027-01-04,0.002008,auto-generated
ING009,Salt,30,2027-01-04,0.001182,auto-generated
ING010,Lemons,30,2027-01-04,0.828002,auto-generated
ING011,Powdered Sugar,30,2027-01-04,0.003198,auto-generated
ING012,Cocoa Powder,30,2027-01-04,0.013188,auto-generated
ING013,Bananas,30,2027-01-04,0.321753,auto-generated
ING014,Milk,30,2027-01-04,0.001163,auto-generated
ING015,Espresso Beans,30,2027-01-04,0.028139,auto-generated
ING016,Black Tea Bags,30,2027-01-04,0.117521,auto-generated
ING017,Blueberries,30,2027-01-04,0.006016,auto-generated
ING018,Baking Powder,30,2027-01-04,0.005155,auto-generated
ING019,Chicken Breast,30,2027-01-04,0.011494,auto-generated
ING020,Water,30,2027-01-04,0.0001,auto-generated
ING021,Ice,30,2027-01-04,0.0002,auto-generated
ING001,All-Purpose Flour,31,2027-01-11,0.002516,auto-generated
ING002,Granulated Sugar,31,2027-01-11,0.002295,auto-generated
ING003,Unsalted Butter,31,2027-01-11,0.007201,auto-generated
ING004,Large Eggs,31,2027-01-11,0.318222,auto-generated
ING005,Chocolate Chips,31,2027-01-11,0.012961,auto-generated
ING006,Brown Sugar,31,2027-01-11,0.002209,auto-generated
ING007,Vanilla Extract,31,2027-01-11,0.079804,auto-generated
ING008,Baking Soda,31,2027-01-11,0.001981,auto-generated
ING009,Salt,31,2027-01-11,0.001219,auto-generated
ING010,Lemons,31,2027-01-11,0.843502,auto-generated
ING011,Powdered Sugar,31,2027-01-11,0.00319,auto-generated
ING012,Cocoa Powder,31,2027-01-11,0.013474,auto-generated
ING013,Bananas,31,2027-01-11,0.336729,auto-generated
ING014,Milk,31,2027-01-11,0.001433,auto-generated
ING015,Espresso Beans,31,2027-01-11,0.028164,auto-generated
ING016,Black Tea Bags,31,2027-01-11,0.118137,auto-generated
ING017,Blueberries,31,2027-01-11,0.005905,auto-generated
ING018,Baking Powder,31,2027-01-11,0.005151,auto-generated
ING019,Chicken Breast,31,2027-01-11,0.011496,auto-generated
ING020,Water,31,2027-01-11,0.0001,auto-generated
ING021,Ice,31,2027-01-11,0.0002,auto-generated
ING001,All-Purpose Flour,32,2027-01-18,0.002515,auto-generated
ING002,Granulated Sugar,32,2027-01-18,0.002293,auto-generated
ING003,Unsalted Butter,32,2027-01-18,0.007197,auto-generated
ING004,Large Eggs,32,2027-01-18,0.309329,auto-generated
ING005,Chocolate Chips,32,2027-01-18,0.012946,auto-generated
ING006,Brown Sugar,32,2027-01-18,0.002214,auto-generated
ING007,Vanilla Extract,32,2027-01-18,0.080408,auto-generated
ING008,Baking Soda,32,2027-01-18,0.001985,auto-generated
ING009,Salt,32,2027-01-18,0.001223,auto-generated
ING010,Lemons,32,2027-01-18,1.12021,auto-generated
ING011,Powdered Sugar,32,2027-01-18,0.003184,auto-generated
ING012,Cocoa Powder,32,2027-01-18,0.013371,auto-generated
ING013,Bananas,32,2027-01-18,0.334615,auto-generated
ING014,Milk,32,2027-01-18,0.001447,auto-generated
ING015,Espresso Beans,32,2027-01-18,0.027786,auto-generated
ING016,Black Tea Bags,32,2027-01-18,0.116955,auto-generated
ING017,Blueberries,32,2027-01-18,0.006184,auto-generated
ING018,Baking Powder,32,2027-01-18,0.005148,auto-generated
ING019,Chicken Breast,32,2027-01-18,0.011026,auto-generated
ING020,Water,32,2027-01-18,0.0001,auto-generated
ING021,Ice,32,2027-01-18,0.0002,auto-generated
